Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10002717,2020-08-21 00:02:14,2019-08-20 14:33:53,4329244,1307431688,4329244,302,555,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002717/SRR10002717.lite.1,SRX6741835,SL342397,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292682,SAMN12606712,simple,655179,air metagenome,gCSD17-LON-AS6,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,0657CA8500D3A185C4FE0EAE013E60A2,8115625E81D6A18C03FCC0472585148D
SRR10002712,2020-08-21 00:02:14,2019-08-20 14:31:44,3028782,914692164,3028782,302,389,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002712/SRR10002712.lite.1,SRX6741840,SL335680,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292687,SAMN12606576,simple,655179,air metagenome,gCSD17-OSL-AS21,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,89ADCE25E3DD12A1AF4C05793DC53C08,C7F379F87173FAD9C46AD1EE5310454D
SRR10002711,2020-08-21 00:02:14,2019-08-20 14:30:44,2223660,671545320,2223660,302,299,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002711/SRR10002711.lite.1,SRX6741841,SL335681,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292688,SAMN12606577,simple,655179,air metagenome,gCSD17-OSL-AS22,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,89F8734D81A21C90132AC78EA2FF07FD,C672EBBB4729CDC30B6155F81F8CA409
SRR10002710,2020-08-21 00:02:14,2019-08-20 14:31:44,3392641,1024577582,3392641,302,458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002710/SRR10002710.lite.1,SRX6741842,SL335682,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292689,SAMN12606578,simple,655179,air metagenome,gCSD17-OSL-AS23,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,FB93BE307AE84270F9224E230B90CBAD,5AFAE11EA15426D1EE989EAC4F54489C
SRR10002709,2020-08-21 00:02:14,2019-08-20 14:32:37,3835167,1158220434,3835167,302,529,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002709/SRR10002709.lite.1,SRX6741843,SL335683,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292690,SAMN12606579,simple,655179,air metagenome,gCSD17-OSL-AS24,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,3356354E81236593106A9981E9E421B9,C014D32B55072D3CEA84E2BA009520FB
SRR10002708,2020-08-21 00:02:14,2019-08-20 14:32:10,4504501,1360359302,4504501,302,601,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002708/SRR10002708.lite.1,SRX6741844,SL335684,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292691,SAMN12606580,simple,655179,air metagenome,gCSD17-OSL-AS25,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,83D8265EBF015645464A68DBA2800C5C,F24384E04CE3C9D20DF320D7FD10660F
SRR10002707,2020-08-21 00:02:14,2019-08-20 14:31:21,2974186,898204172,2974186,302,398,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002707/SRR10002707.lite.1,SRX6741845,SL335685,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292692,SAMN12606581,simple,655179,air metagenome,gCSD17-OSL-AS26,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,BB5474C7F0E05EF9130C24488F6CC42F,37CC72F185FD28D2243F3DDB69F0024C
SRR10002706,2020-08-21 00:02:14,2019-08-20 14:31:28,3926360,1185760720,3926360,302,535,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002706/SRR10002706.lite.1,SRX6741846,SL335686,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292693,SAMN12606582,simple,655179,air metagenome,gCSD17-OSL-AS27,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,45030519A98D88E85085A41E97DCF486,29E1263CDF94A8134C05BA8E133FFC47
SRR10002705,2020-08-21 00:02:14,2019-08-20 14:31:08,3678667,1110957434,3678667,302,495,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002705/SRR10002705.lite.1,SRX6741847,SL335687,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292694,SAMN12606583,simple,655179,air metagenome,gCSD17-OSL-AS28,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,F4AA56851AE3294637DAA5BEE1BE12D9,B56503416D31173CEE6FD2687E9407D7
SRR10002704,2020-08-21 00:02:14,2019-08-20 14:30:38,3978670,1201558340,3978670,302,510,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002704/SRR10002704.lite.1,SRX6741848,SL335688,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292695,SAMN12606584,simple,655179,air metagenome,gCSD17-OSL-AS29,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,1E7B2658B02952303B3893109968BF31,4BEABE92E80DE2C95EC4EF4E98DDC419
SRR10002731,2020-08-21 00:02:13,2019-08-20 14:34:29,5786303,1747463506,5786303,302,648,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002731/SRR10002731.lite.1,SRX6741821,SL311017,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292668,SAMN12606558,simple,655179,air metagenome,gCSD17-OSL-AS3,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,B253AE2BCBC9835E78B6A0F1FE60A1F9,82C326840443C2B9D8748EB8336C2AB6
SRR10002702,2020-08-21 00:02:14,2019-08-20 14:30:57,3589801,1084119902,3589801,302,480,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002702/SRR10002702.lite.1,SRX6741849,SL335689,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292696,SAMN12606585,simple,655179,air metagenome,gCSD17-OSL-AS30,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,9D70ECBAAB9B98E0D840742C98DC9D40,A2CD1B421AD1353BD4C633806F02FF28
SRR10002723,2020-08-21 00:02:13,2019-08-20 14:33:05,3716242,1122305084,3716242,302,486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002723/SRR10002723.lite.1,SRX6741829,SL335717,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292676,SAMN12606613,simple,655179,air metagenome,gCSD17-OSL-AS58,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,DE54E1870DC9A91450585351ED6ED8D7,120D4765912A9CE91F646A0CF22C0788
SRR10002726,2020-08-21 00:02:13,2019-08-20 14:32:51,3279588,990435576,3279588,302,362,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002726/SRR10002726.lite.1,SRX6741826,SL311020,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292673,SAMN12606561,simple,655179,air metagenome,gCSD17-OSL-AS6,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,7B698D6A47D30EB053E6AA248D074DB9,46F247C65B70612F97EB0BCA32A0C975
SRR10002695,2020-08-21 00:02:14,2019-08-20 14:30:32,3564427,1076456954,3564427,302,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002695/SRR10002695.lite.1,SRX6741856,SL335730,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292703,SAMN12606626,simple,655179,air metagenome,gCSD17-OSL-AS71,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,3B065DD04B77B02C720A0CD077E24C0E,9BD9415587CD1EC140F034F3521B7DF0
SRR10002696,2020-08-21 00:02:14,2019-08-20 14:30:33,3691910,1114956820,3691910,302,478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002696/SRR10002696.lite.1,SRX6741855,SL335731,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292702,SAMN12606627,simple,655179,air metagenome,gCSD17-OSL-AS72,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,212504E94AE77B1549B7B070143725FC,5102C7DB1C4733F07DD928CF0D31E986
SRR10002938,2020-08-21 00:02:15,2019-08-21 03:38:19,4661648,1407817696,4661648,302,600,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002938/SRR10002938.lite.1,SRX6741878,SL342434,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292725,SAMN12606729,simple,655179,air metagenome,gCSD17-STO-AS2,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,ED588626EB86115B725AAB09BEDCE1DD,B7032AC366A1F6F2A90C6697414B2ED5
SRR10002674,2020-08-21 00:02:15,2019-08-20 14:29:27,4630934,1398542068,4630934,302,609,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002674/SRR10002674.lite.1,SRX6741877,SL342435,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292724,SAMN12606730,simple,655179,air metagenome,gCSD17-STO-AS3,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,6C9D76A7D341D002F9C2F4955115FF01,A5CD82E6046F2DF13F5FBE9E6D1AC7BC
SRR10002675,2020-08-21 00:02:15,2019-08-20 14:30:06,5764631,1740918562,5764631,302,748,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002675/SRR10002675.lite.1,SRX6741876,SL342436,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292723,SAMN12606731,simple,655179,air metagenome,gCSD17-STO-AS4,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,43227350590208B5439C67FFC39780C9,7928FA78B2EC73AE60A34E4BCC7F371C
SRR10002676,2020-08-21 00:02:15,2019-08-20 14:30:35,5512104,1664655408,5512104,302,714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002676/SRR10002676.lite.1,SRX6741875,SL342437,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292722,SAMN12606732,simple,655179,air metagenome,gCSD17-STO-AS5,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,1EC17AC3FBFA72D0F08142A91908CDA8,F31C09E32F0FD1A0EC062B693AFCF29E
SRR10002677,2020-08-21 00:02:15,2019-08-20 14:30:56,5870816,1772986432,5870816,302,756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002677/SRR10002677.lite.1,SRX6741874,SL342438,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292721,SAMN12606733,simple,655179,air metagenome,gCSD17-STO-AS6,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,A3154FD16C87558048D3B13358622A3B,0716E11CA6A0120E17B6ABEBC48787A6
SRR10002771,2020-08-21 00:02:12,2019-08-20 14:38:56,5617949,1696620598,5617949,302,616,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002771/SRR10002771.lite.1,SRX6741781,SL310951,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292628,SAMN12606776,simple,655179,air metagenome,gCSD17-HKG-AS17,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,318F388D5BAE03D513B839A3B313B043,6C19D4759FFB8E2BB32070A886D82E63
SRR10002772,2020-08-21 00:02:12,2019-08-20 14:38:09,6064279,1831412258,6064279,302,670,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002772/SRR10002772.lite.1,SRX6741780,SL310952,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292627,SAMN12606777,simple,655179,air metagenome,gCSD17-HKG-AS18,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,F411EE934DFAFBFE19DF27CA132A0C7F,174D1D0CDA8D3E04518C8EB7D744B888
SRR10002773,2020-08-21 00:02:12,2019-08-20 14:38:45,5662154,1709970508,5662154,302,625,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002773/SRR10002773.lite.1,SRX6741779,SL310953,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292626,SAMN12606778,simple,655179,air metagenome,gCSD17-HKG-AS19,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,216F48421DC26E4072CFB908EF4A5076,E32DC251BEE0C992A146A255BAAA2323
SRR10002767,2020-08-21 00:02:12,2019-08-20 14:38:11,5303278,1601589956,5303278,302,594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002767/SRR10002767.lite.1,SRX6741785,SL310955,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292632,SAMN12606780,simple,655179,air metagenome,gCSD17-HKG-AS21,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,34C3ADD833648F090AD8BF6C96732951,4EA9536397178F65D5DAE02D8F569CA5
SRR10002768,2020-08-21 00:02:12,2019-08-20 14:36:59,4704753,1420835406,4704753,302,517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002768/SRR10002768.lite.1,SRX6741784,SL310956,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292631,SAMN12606781,simple,655179,air metagenome,gCSD17-HKG-AS22,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,4B6B2FF12B32EB8B5AD43EC61AAA8113,7ECCD788C2E20E3AD940EBC13EDF49C3
SRR10002769,2020-08-21 00:02:12,2019-08-20 14:36:41,3244861,979948022,3244861,302,356,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002769/SRR10002769.lite.1,SRX6741783,SL310957,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292630,SAMN12606782,simple,655179,air metagenome,gCSD17-HKG-AS23,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,8ABACE1D89FF0C2832AF236C5E28DBA5,9D998F58F6AE49DED43F38CF25830507
SRR10002770,2020-08-21 00:02:12,2019-08-20 14:37:46,5084400,1535488800,5084400,302,540,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002770/SRR10002770.lite.1,SRX6741782,SL310958,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292629,SAMN12606783,simple,655179,air metagenome,gCSD17-HKG-AS24,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,17B732BC50C2B481DEE947DBEC42C52A,D31E533FCD262FA594311931483EEFA2
SRR10002765,2020-08-21 00:02:12,2019-08-20 14:36:39,4749402,1434319404,4749402,302,512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002765/SRR10002765.lite.1,SRX6741787,SL310959,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292634,SAMN12606784,simple,655179,air metagenome,gCSD17-HKG-AS25,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,34FFA116600362066525C83332EBD70A,E27E5009B1ADD4B977ADE2471F7D50BA
SRR10002766,2020-08-21 00:02:12,2019-08-20 14:36:38,4603360,1390214720,4603360,302,500,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002766/SRR10002766.lite.1,SRX6741786,SL310960,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292633,SAMN12606785,simple,655179,air metagenome,gCSD17-HKG-AS26,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,5E3235776F95770950FC17238D6D7193,ACD6B4EF5FD62A397F91BD90CE2BBB5B
SRR10002734,2020-08-21 00:02:13,2019-08-20 14:34:00,4794930,1448068860,4794930,302,516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002734/SRR10002734.lite.1,SRX6741818,SL310987,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292665,SAMN12606812,simple,655179,air metagenome,gCSD17-HKG-AS53,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,4E253BD06940C714F9C515B47B09F0C1,936C853205C536F6642E1491B3336F98
SRR10002735,2020-08-21 00:02:13,2019-08-20 14:33:46,4837511,1460928322,4837511,302,539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002735/SRR10002735.lite.1,SRX6741817,SL310991,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292664,SAMN12606816,simple,655179,air metagenome,gCSD17-HKG-AS57,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,7B80B807317922DD90D2288B00A4BD1B,FEA5E7DD08DF462A639D7E73A0F83BBE
SRR10002755,2020-08-21 00:02:12,2019-08-20 14:36:12,4279610,1292442220,4279610,302,552,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002755/SRR10002755.lite.1,SRX6741797,SL342392,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292644,SAMN12606697,simple,655179,air metagenome,gCSD17-LON-AS1,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,7AA4648F0C31E452CF8F4C130CEA782A,08814CE6337CA307B62404F0997D21F0
SRR10002763,2020-08-21 00:02:12,2019-08-20 14:36:38,3342836,1009536472,3342836,302,429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002763/SRR10002763.lite.1,SRX6741789,SL342401,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292636,SAMN12606705,simple,655179,air metagenome,gCSD17-LON-AS10,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,9EA21C77352901BC0BB3D884409C6D39,D479F9832ADE250EAE14B4EC125001E9
SRR10002759,2020-08-21 00:02:12,2019-08-20 14:37:03,4864644,1469122488,4864644,302,626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002759/SRR10002759.lite.1,SRX6741793,SL342402,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292640,SAMN12606701,simple,655179,air metagenome,gCSD17-LON-AS11,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,26035E26C2D4C846894BB0F451D08B4B,9CD8FF1418AC16F510EE75BA8638747C
SRR10002758,2020-08-21 00:02:12,2019-08-20 14:36:45,3694851,1115845002,3694851,302,478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002758/SRR10002758.lite.1,SRX6741794,SL342403,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292641,SAMN12606698,simple,655179,air metagenome,gCSD17-LON-AS12,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,066A0656C382FC7BBC497220A0022030,4FF39B4E97D6FF9307DBE4E35C5D126C
SRR10002757,2020-08-21 00:02:12,2019-08-20 14:36:12,4498032,1358405664,4498032,302,572,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002757/SRR10002757.lite.1,SRX6741795,SL342413,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292642,SAMN12606699,simple,655179,air metagenome,gCSD17-LON-AS22,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,6771BDFDE9EB6F91D72748AC1679C0E5,4859522D0E23FC7ECBFF270A169E91DA
SRR10002762,2020-08-21 00:02:12,2019-08-20 14:38:19,4718154,1424882508,4718154,302,598,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002762/SRR10002762.lite.1,SRX6741790,SL342414,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292637,SAMN12606702,simple,655179,air metagenome,gCSD17-LON-AS23,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,E08E6EB6F47B5FBC8C9960770EE517A7,170E4EEA12AE084878FAF4D9B2BD1265
SRR10002756,2020-08-21 00:02:12,2019-08-20 14:36:42,4429084,1337583368,4429084,302,563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002756/SRR10002756.lite.1,SRX6741796,SL342422,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292643,SAMN12606696,simple,655179,air metagenome,gCSD17-LON-AS31,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,D00D01F67DE2906C294AB1F7056185AD,D698E01C51658414965B3398829CA63E
